ZZZZ,T0001,14:49:27,30-JUN-2025
ZZZZ,T0002,14:49:32,30-JUN-2025
ZZZZ,T0003,14:49:37,30-JUN-2025
ZZZZ,T0004,14:49:42,30-JUN-2025
ZZZZ,T0005,14:49:47,30-JUN-2025
ZZZZ,T0006,14:49:52,30-JUN-2025
ZZZZ,T0007,14:49:57,30-JUN-2025
ZZZZ,T0008,14:50:02,30-JUN-2025
ZZZZ,T0009,14:50:07,30-JUN-2025
ZZZZ,T0010,14:50:12,30-JUN-2025
ZZZZ,T0011,14:50:17,30-JUN-2025
ZZZZ,T0012,14:50:22,30-JUN-2025
ZZZZ,T0013,14:50:27,30-JUN-2025
ZZZZ,T0014,14:50:32,30-JUN-2025
ZZZZ,T0015,14:50:37,30-JUN-2025
ZZZZ,T0016,14:50:42,30-JUN-2025
ZZZZ,T0017,14:50:47,30-JUN-2025
ZZZZ,T0018,14:50:52,30-JUN-2025
ZZZZ,T0019,14:50:57,30-JUN-2025
ZZZZ,T0020,14:51:02,30-JUN-2025
ZZZZ,T0021,14:51:07,30-JUN-2025
ZZZZ,T0022,14:51:12,30-JUN-2025
ZZZZ,T0023,14:51:17,30-JUN-2025
ZZZZ,T0024,14:51:22,30-JUN-2025
ZZZZ,T0025,14:51:27,30-JUN-2025
ZZZZ,T0026,14:51:32,30-JUN-2025
ZZZZ,T0027,14:51:37,30-JUN-2025
ZZZZ,T0028,14:51:42,30-JUN-2025
ZZZZ,T0029,14:51:47,30-JUN-2025
ZZZZ,T0030,14:51:52,30-JUN-2025
ZZZZ,T0031,14:51:57,30-JUN-2025
ZZZZ,T0032,14:52:02,30-JUN-2025
ZZZZ,T0033,14:52:07,30-JUN-2025
ZZZZ,T0034,14:52:12,30-JUN-2025
ZZZZ,T0035,14:52:17,30-JUN-2025
ZZZZ,T0036,14:52:22,30-JUN-2025
ZZZZ,T0037,14:52:27,30-JUN-2025
ZZZZ,T0038,14:52:32,30-JUN-2025
ZZZZ,T0039,14:52:37,30-JUN-2025
ZZZZ,T0040,14:52:42,30-JUN-2025
ZZZZ,T0041,14:52:47,30-JUN-2025
ZZZZ,T0042,14:52:52,30-JUN-2025
ZZZZ,T0043,14:52:57,30-JUN-2025
ZZZZ,T0044,14:53:02,30-JUN-2025
ZZZZ,T0045,14:53:07,30-JUN-2025
ZZZZ,T0046,14:53:12,30-JUN-2025
ZZZZ,T0047,14:53:17,30-JUN-2025
ZZZZ,T0048,14:53:22,30-JUN-2025
ZZZZ,T0049,14:53:27,30-JUN-2025
ZZZZ,T0050,14:53:32,30-JUN-2025
ZZZZ,T0051,14:53:37,30-JUN-2025
ZZZZ,T0052,14:53:42,30-JUN-2025
ZZZZ,T0053,14:53:47,30-JUN-2025
ZZZZ,T0054,14:53:52,30-JUN-2025
ZZZZ,T0055,14:53:57,30-JUN-2025
ZZZZ,T0056,14:54:02,30-JUN-2025
ZZZZ,T0057,14:54:07,30-JUN-2025
ZZZZ,T0058,14:54:12,30-JUN-2025
ZZZZ,T0059,14:54:17,30-JUN-2025
ZZZZ,T0060,14:54:22,30-JUN-2025
